Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B2 İleri Akademik İsimler,chemist,"kimyacı, eczacı, kimyager",isim,B2,,The investigation highlighted the critical role of chemist.,Soruşturma kimyacı kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,chemists,kimyagerler,isim,B2,,The investigation highlighted the critical role of chemists.,Soruşturma kimyagerler kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,childhood,"çocukluk, çocukluk dönemi, küçüklük",isim,B2,,I had a happy childhood.,Benim mutlu bir çocukluğum vardı.
B1 Temel Akademik İsimler,chip,"havalandırmak, takılmak, kırılmak",isim,B1,,How did you chip your tooth?,Dişinizi nasıl çektiniz?
B1 Temel Akademik İsimler,circle,"halka, daire, çember",isim,B1,,They sat in a circle.,Onlar bir daire içinde oturdu.
C1 Üst Düzey Akademik İsimler,circumference,"daire çevresi, dairenin etrafını dolaşan çizgi, dairenin çevresi",isim,C1,,The investigation highlighted the critical role of circumference.,Soruşturma daire çevresi kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,cities,şehirler,isim,B1,,We live in different cities.,Farklı şehirlerde yaşıyoruz.
B1 Temel Akademik İsimler,cl,"uluslararası sınıflama, şili:cl, cl yükü",isim,B1,,You can't cling to the past.,Geçmişe sadık kalamazsın.
C1 Üst Düzey Akademik İsimler,clarification,"açıklık kazanma, açıklığa kavuşma, açıklığa kavuşturma",isim,C1,,The investigation highlighted the critical role of clarification.,Soruşturma açıklık kazanma kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,class,"ders, sınıf, saymak",isim,B1,,He's in my class.,"O, benim sınıfımda."
C1 Üst Düzey Akademik İsimler,classification,"sınıflandırma, klasman, adlandırma",isim,C1,,The investigation highlighted the critical role of classification.,Soruşturma sınıflandırma kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,classroom,"sınıf, dershane, derslik",isim,B2,,It isn't a classroom.,O bir sınıf değil.
B2 İleri Akademik İsimler,clearer,daha net,isim,B2,,It's never been clearer.,Daha net olmamıştı.
B1 Temel Akademik İsimler,client,"müvekkil, müşteri, hasta",isim,B1,,I'm with a client.,Bir müşteri ile birlikteyim.
B2 İleri Akademik İsimler,clients,"hizmetten yararlananlar, müşteriler",isim,B2,,I have clients to call.,Arayacak müşterilerim var.
B2 İleri Akademik İsimler,climbing,"tırmanış, dağcılık, tırmanma",isim,B2,,I went climbing in the Alps.,Alp'lerde tırmanmaya gittim.
B1 Temel Akademik İsimler,clouds,bulutlar,isim,B1,,The clouds hid the sun.,Bulutlar güneşi sakladı.
B1 Temel Akademik İsimler,clue,"ipucu, aydınlatmak, bilgi vermek",isim,B1,,I don't have a clue.,Bir fikrim yok.
B1 Temel Akademik İsimler,clues,ipuçları,isim,B1,,Did you find any clues?,Herhangi bir ipucu buldun mu?
B1 Temel Akademik İsimler,co,"birlikte, ko, vietnam’da yaşayan etnik bir grup",isim,B1,,Both the pilot and the co-pilot are dead.,Hem pilot ve hem de co-pilot öldüler.
B1 Temel Akademik İsimler,coast,"sahil, kıyı, deniz kıyısı",isim,B1,,I'm from the East Coast.,Ben doğu yakasındanım.
B2 İleri Akademik İsimler,coaster,"tahta peynirlik, kabotaj yapan gemi, kıyı boyunca işleyen ticari gemi",isim,B2,,Let's ride the roller coaster.,Roller coastera binelim.
B2 İleri Akademik İsimler,coating,"kaplama, kaplanma, paltoluk kumaş",isim,B2,,The investigation highlighted the critical role of coating.,Soruşturma kaplama kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,color,"boya, renk, renk katmak",isim,B1,,The color won't fade.,Rengi solmaz.
C1 Üst Düzey Akademik İsimler,comedian's,"komedi yazarı, komedyen, güldürücü",isim,C1,,The investigation highlighted the critical role of comedian's.,Soruşturma komedi yazarı kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,comfort,"rahatlık, konfor, rahat",isim,B2,,That's a real comfort.,O gerçek bir konfor.
B1 Temel Akademik İsimler,comm,açıklama,isim,B1,,The investigation highlighted the critical role of comm.,Soruşturma açıklama kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,command,"emretmek, buyurmak, kumanda",isim,B2,,I'm in command now.,Şu an komuta bende.
B2 İleri Akademik İsimler,commence,"başlatmak, başlamak, dava açmak",isim,B2,,The investigation highlighted the critical role of commence.,Soruşturma başlatmak kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,communication,"iletişim, temas, mesaj",isim,C1,,English is a means of communication.,İngilizce bir haberleşme aracıdır.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",communities,"topluluklar, toplumlar",isim,C1,,Asian communities tend to be quite closed.,Asya toplulukları oldukça kapalı olma eğilimindedir.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",community,"halk, camia, topluluk",isim,B2,,He's a community leader.,O bir toplum lideri.
B2 İleri Akademik İsimler,company,"bölük, şirket, firma",isim,B2,,It's a big company.,O büyük bir şirkettir.
B2 İleri Akademik İsimler,comparing,"kıyaslama, karşılaştırma, kıyas",isim,B2,,Stop comparing yourself to others.,Kendini başlarıyla karşılaştırmayı kes.
C1 Üst Düzey Akademik İsimler,competence,"yeterlik, kabiliyet, yeterlilik",isim,C1,,I'm not questioning your competence.,Ben senin yeterliliğini sorgulamıyorum.
C1 Üst Düzey Akademik İsimler,complement,"tamamlamak, tümlemek, mürettebat",isim,C1,,The wine complemented the meal perfectly.,Şarap yemeği mükemmel şekilde tamamladı.
B2 İleri Akademik İsimler,complex,"karışık, blok, bileşik şey",isim,B2,,It's a complex issue.,Bu karmaşık bir konu.
C1 Üst Düzey Akademik İsimler,compliment,"kompliman, iltifat, övgü",isim,C1,,He paid me a compliment.,O bana iltifat etti.
C1 Üst Düzey Akademik İsimler,compliments,"selamlar, saygılar, tebrikler",isim,C1,,I got a lot of compliments on it.,Onun üzerine birçok övgü aldım.
B2 İleri Akademik İsimler,component,"bileşen, parça, cüz",isim,B2,,Electronic components can be cleaned using pure isopropyl alcohol.,Elektronik bileşenler saf izopropil alkol kullanarak temizlenebilir.
B2 İleri Akademik İsimler,composer,"yazar, bestekar, yaratıcı",isim,B2,,He is a famous composer.,O ünlü bir bestecidir.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",computing,"hesaplama, hesaplayan, programlama",isim,B2,,Boys are more interested in engineering and computing than girls.,Mühendislik ve bilgisayar alanında erkekler kızlara göre daha ilgili.
B2 İleri Akademik İsimler,concern,"ilgilendirmek, kaygı, endişe",isim,B2,,It's a big concern.,Bu büyük bir ilgi.
C1 Üst Düzey Akademik İsimler,conclusion,"sonuç, bitim, ceza",isim,C1,,It's a foregone conclusion.,Bu kaçınılmaz bir sonuç.
C1 Üst Düzey Akademik İsimler,conclusions,"sonuçlar bildirgesi, sonuçlar",isim,C1,,Don't jump to conclusions.,Sonuçlara atlamayın.
B2 İleri Akademik İsimler,condition,"şartlandırmak, hal, koşul",isim,B2,,I'm in good condition.,İyi durumdayım.
C1 Üst Düzey Akademik İsimler,conditions,"koşullar, şartlar, ahval",isim,C1,,It depends on the conditions.,Şartlara bağlıdır.
B1 Temel Akademik İsimler,conf,conf,isim,B1,,The investigation highlighted the critical role of conf.,Soruşturma conf kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,confidence,"güven, mahremiyet, itimat",isim,C1,,I had confidence in him.,Ona güvenim vardı.
C1 Üst Düzey Akademik İsimler,connection,"bağ, bağlantı, alaka",isim,C1,,What's Tom's connection?,Tom'un bağlantısı nedir?
C1 Üst Düzey Akademik İsimler,connectivity,"bağlanırlık, bağlantısallık, bağlanabilirlik",isim,C1,,The investigation highlighted the critical role of connectivity.,Soruşturma bağlanırlık kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,conquer,"fethetmek, ele geçirmek, zaptetmek",isim,B2,,You must conquer your fear of the dark.,Karanlık korkunuzu yenmelisiniz.
C1 Üst Düzey Akademik İsimler,consequence,"netice, sonuç, semere",isim,C1,,It's of no consequence.,Bu önemsiz.
B2 İleri Akademik İsimler,consider,"durumu değerlendirmek, dikkate almak, göz önünde bulundurmak",isim,B2,,I consider it my duty.,Bunun görevim olduğunu düşünüyorum.
C1 Üst Düzey Akademik İsimler,constraint,"kısıtlama, baskı, kısıtlamak",isim,C1,,There are few legal constraints on the sale of firearms in the U.S.,ABD'de ateşli silah satışı üzerine birkaç yasal sınırlama vardır.
C1 Üst Düzey Akademik İsimler,construction,"yapı, inşaat, inşa",isim,C1,,I'm a construction worker.,Ben bir inşaat işçisiyım.
B2 İleri Akademik İsimler,contact,"ilişki kurmak, irtibat kurmak, temas etmek",isim,B2,,I can't contact Tom.,Tom'la iletişim kuramıyorum.
B2 İleri Akademik İsimler,container,"konteyner, kap, saklama kabı",isim,B2,,This container is completely watertight.,Bu kap tamamen su geçirmez.
C1 Üst Düzey Akademik İsimler,containers,"içecek kapları, yiyecek kapları, kap adedi",isim,C1,,Do you know what's in those containers?,Şu konteynerlerde ne olduğunu biliyor musun?
C1 Üst Düzey Akademik İsimler,containment,"tutma, kapsama, önleme",isim,C1,,The investigation highlighted the critical role of containment.,Soruşturma tutma kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",contamination,"pislik, kirletilme, bulaşım",isim,C1,,The investigation highlighted the critical role of contamination.,Soruşturma pislik kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,continent,"kıta, anakara, alan",isim,B2,,Africa is the poorest continent.,Afrika en yoksul kıtadır.
B2 İleri Akademik İsimler,control,"denetlemek, kontrol etmek, kontrol",isim,B2,,I can't control it.,Onu kontrol edemiyorum.
B1 Temel Akademik İsimler,copper,"bakır, bakır kaplamak, bakırlamak",isim,B1,,Copper and silver are both metals.,Bakır ve gümüş her ikisi de metaldir.
B1 Temel Akademik İsimler,core,"göbek, öz, çekirdek",isim,B1,,I don't eat the apple core.,Ben elma çekirdeği yemem.
B1 Temel Akademik İsimler,corner,"köşe, yakalamak, viraj almak",isim,B1,,It's at the corner.,O köşededir.
C1 Üst Düzey Akademik İsimler,corporation,"kurum, dernek, lonca",isim,C1,,She works for a large American corporation.,Büyük bir Amerikan şirketi için çalışıyor.
B2 İleri Akademik İsimler,countries,ülkeler,isim,B2,,I've been to many countries.,Birçok ülkeye gittim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",court,"mahkeme, aranmak, yaltaklanmak",isim,B1,,I'll see you in court.,Mahkemede görüşürüz.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",courtroom,mahkeme salonu,isim,B2,,Justice is found in a courtroom.,Adalet mahkeme salonunda bulunur.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",courtrooms,mahkeme salonu,isim,C1,,The investigation highlighted the critical role of courtrooms.,Soruşturma mahkeme salonu kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,cover,"örtmek, kaplamak, kılıf",isim,B1,,I'll cover for you.,Ben seni koruyacağım.
B2 İleri Akademik İsimler,coverage,"kapsam, olay kaydı, yayın alanı",isim,B2,,The mobile phone you have dialed is either switched off or outside the coverage area. Please try again later.,"Aradığınız telefon ya kapalı ya da kapsama alanı dışında, lütfen daha sonra tekrar deneyiniz."
B2 İleri Akademik İsimler,creating,"yaratma, oluşturma, oluşturulan",isim,B2,,I'm interested in creating my own website.,Ben kendi web sitemi oluşturmakla ilgileniyorum.
B2 İleri Akademik İsimler,creation,"kreasyon, icat, yaratma",isim,B2,,That has allowed the creation of 4.000 new jobs.,O 4.000 yeni istihdam yaratılmasını sağladı.
B2 İleri Akademik İsimler,creature,"varlık, yaratık, mahluk",isim,B2,,I'm a creature of habit.,Ben bir alışkanlıkların insanıyım.
B1 Temel Akademik İsimler,crew,"tayfa, mürettebat, kitle",isim,B1,,I have a good crew.,İyi bir ekibim var.
B1 Temel Akademik İsimler,crisis,"bunalım, buhran, kriz",isim,B1,,I'm having a crisis.,Krizdeyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",cultures,"yeni kültürlerle tanışmak, eski kültürler, kültür başkenti",isim,B2,,There are many cultures on Earth.,Dünyada birçok kültür vardır.
B2 İleri Akademik İsimler,curiosity,"merak, tuhaf şey, tuhaf tip",isim,B2,,I did it out of curiosity.,Bunu meraktan dolayı yaptım.
B2 İleri Akademik İsimler,curtain,"perde, perdelemek, perde takmak",isim,B2,,Can I open the curtain?,Perdeyi açabilir miyim?
B1 Temel Akademik İsimler,cycle,"devir, çevrim, pedal çevirmek",isim,B1,,"Wow, what a vicious cycle.","Vay, ne kısır bir döngü."
B1 Temel Akademik İsimler,dam,"baraj, büğemek, zapt etmek",isim,B1,,I live near a dam.,Ben bir baraj yakınında yaşıyorum.
B1 Temel Akademik İsimler,damage,"zarar vermek, zarar, hasar",isim,B1,,How bad is the damage?,Hasar ne kadar kötü?
B1 Temel Akademik İsimler,dams,"barajlar, yavaşlatıcılar",isim,B1,,The investigation highlighted the critical role of dams.,Soruşturma barajlar kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,danger,"tehlike, risk, varta",isim,B1,,"I'm in danger, too.",Ben de tehlikedeyim.
B1 Temel Akademik İsimler,dat,-e hali,isim,B1,,I don't go on blind dates.,Tanışma randevularına gitmem.
B1 Temel Akademik İsimler,data,"veri, bilgi, girdi",isim,B1,information,I've analyzed the data.,Veriyi analiz ettik.
B1 Temel Akademik İsimler,dating,"yaşlandırma, buluşma, tanışma",isim,B1,,I'm not dating Tom.,Ben Tom'la flört etmiyorum.
B1 Temel Akademik İsimler,days,"eyyam, yaşam, günler",isim,B1,,It went on for days.,O günlerce devam etti.
B2 İleri Akademik İsimler,daytime,"gündüz, gün, iş günü",isim,B2,,Stars cannot be seen in the daytime.,Yıldızlar gündüzün görülemez.
B1 Temel Akademik İsimler,death,"ölüm, vefat, katil",isim,B1,,I'm on death row.,Ben ölüm hücresindeyim.
B1 Temel Akademik İsimler,decade,"10 yıl, on yıl, onlu grup",isim,B1,,I lost my son about a decade ago.,Yaklaşık on yıl önce oğlumu kaybettim.
B2 İleri Akademik İsimler,decades,on yıllar,isim,B2,,It hasn't been this hot in decades.,On yıllardır bu kadar sıcak görülmemişti.
B2 İleri Akademik İsimler,decision,"karar, yargı, emir",isim,B2,,It's Tom's decision.,"O, Tom'un kararı."
B1 Temel Akademik İsimler,defect,"bozukluk, arıza, kusur",isim,B1,,A quick temper is the only defect in her character.,Karakterindeki tek kusur hızlı bir öfke.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",deforestation,"orman açma, ormanları tahrip etme, ormansızlaşma",isim,C1,,Their habitat is threatened by deforestation.,Onların yetişme ortamı ormansızlaşma tarafından tehdit ediliyor.
B2 İleri Akademik İsimler,deliver,"teslim etmek, yapmak, yapıştırmak",isim,B2,,I'll deliver the box.,Kutuyu teslim edeceğim.
C1 Üst Düzey Akademik İsimler,depression,"çöküntü, depresyon, bunalım",isim,C1,,She's in a depression.,O bir depresyonda.
B1 Temel Akademik İsimler,depth,"derinlik, dip, bilinçaltı",isim,B1,,We measured the depth of the river.,Nehrin derinliğini ölçtük.
B1 Temel Akademik İsimler,design,"dizayn etmek, tasarlamak, tasarım",isim,B1,,It's a design flaw.,Bu bir tasarım kusuru.
B1 Temel Akademik İsimler,desire,"istek duymak, arzulamak, arzu etmek",isim,B1,,I have no desire to try.,Denemek için hiç arzum yok.
B2 İleri Akademik İsimler,detriment,"muhatara, muzır, zarar",isim,B2,,The investigation highlighted the critical role of detriment.,Soruşturma muhatara kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,development,"gelişim, gelişme, adet edinme",isim,C1,,This is a huge development.,Bu büyük bir gelişme.
B1 Temel Akademik İsimler,device,"cihaz, alet, nişan",isim,B1,,How is this device used?,Bu cihaz nasıl kullanılır?
B2 İleri Akademik İsimler,devices,aygıtlar,isim,B2,,All these devices are unreliable.,Bütün bu cihazlar güvenilir değil.
B1 Temel Akademik İsimler,di,"iki, çift, di",isim,B1,,Everyone dies sooner or later.,Herkes er ya da geç ölür.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",diagnosis,"teşhis, tanı, belirtme",isim,B2,,It's a plausible diagnosis.,Bu makul bir tanı.
B2 İleri Akademik İsimler,diamond,"elmas, camcı keskisi, baklava şekli",isim,B2,,Is that a real diamond?,O gerçek bir elmas mı?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",diet,"diyet, perhiz, perhiz vermek",isim,B1,,I'm on a diet.,Ben diyetteyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",dietician,"diyetisyen, beslenme uzmanı, beslenme eğitimcisi",isim,B2,,The investigation highlighted the critical role of dietician.,Soruşturma diyetisyen kavramının kritik rolünü vurguladı.
