Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B1-B2 Sık Çıkan Akademik Sıfatlar,upheaval,"yükselme, devrim, kabarma",sıfat,B2,,The empirical results of the study were remarkably upheaval.,Çalışmanın ampirik sonuçlarının son derece yükselme olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,urban,"şehirsel, kentsel, şehir",sıfat,B1,,Isn't that just an urban legend?,Bu sadece bir şehir efsanesi değil mi?
B1-B2 Sık Çıkan Akademik Sıfatlar,useful,"faydalı, yararlı, kullanışlı",sıfat,B1,,I hope it's useful.,Umarım yararlıdır.
B1-B2 Sık Çıkan Akademik Sıfatlar,using,"kullanma, kullanan, kullanılan",sıfat,B1,,I'm using that cup.,Ben o fincanı kullanıyorum.
Akademik Zarflar (-ly / Derece),usually,"genellikle, çoğunlukla, çoğu zaman",zarf,B2,,I don't usually cry.,Genellikle ağlamam.
Akademik Zarflar (-ly / Derece),utterly,"tümüyle, tamamen, düpedüz",zarf,B2,,The report is utterly false.,Rapor tamamen yanlış.
B1-B2 Sık Çıkan Akademik Sıfatlar,vague,"şüpheli, kararsız, anlaşılmaz",sıfat,B1,,It's a vague story.,O belirsiz bir hikaye.
B1-B2 Sık Çıkan Akademik Sıfatlar,vanish,"ortadan kaybolmak, yitmek, kayıplara karışmak",sıfat,B1,,Tom's smile vanished instantly.,Tom'un gülümsemesi anında kayboldu.
B1-B2 Sık Çıkan Akademik Sıfatlar,variable,"değişken, uyuşmazlık, değişken şey",sıfat,B2,,Variable names in C are case sensitive.,C'deki değişken isimler büyük küçük harfe duyarlıdır.
B1-B2 Sık Çıkan Akademik Sıfatlar,various,"çeşitli, muhtelif, birkaç",sıfat,B2,,He's collecting various data.,O çeşitli veriler topluyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,venomous,"haince, düşman, ağılı",sıfat,B2,,This snake isn't venomous.,Bu yılan zehirli değil.
B1-B2 Sık Çıkan Akademik Sıfatlar,very,"çok, hatta, bile",sıfat,B1,,I'm not very old.,Ben çok yaşlı değilim.
B1-B2 Sık Çıkan Akademik Sıfatlar,vital,"yaşamsal, çok önemli, hayati",sıfat,B1,,Exercise is vital for a dog.,"Egzersiz, bir köpek için hayatidir."
B1-B2 Sık Çıkan Akademik Sıfatlar,wanted,"lazım, gerekli, aranılan",sıfat,B1,,I wanted to do it.,Onu yapmak istedim.
B1-B2 Sık Çıkan Akademik Sıfatlar,wealthy,"varlıklı, zengin, servet sahibi",sıfat,B2,,I'm a wealthy man.,Ben zengin bir adamım.
B1-B2 Sık Çıkan Akademik Sıfatlar,wet,"ıslatmak, ıslak, yaş",sıfat,B1,,I'm cold and wet.,Ben üşüdüm ve ıslağım.
B1-B2 Sık Çıkan Akademik Sıfatlar,whole,"tam, bütün, tüm",sıfat,B1,,I saw the whole thing.,Bütün şeyi gördüm.
B1-B2 Sık Çıkan Akademik Sıfatlar,wide,"geniş, bol, engin",sıfat,B1,,Now I'm wide awake.,Şimdi tamamen uyanığım.
C1 İleri Niteleme Sıfatları,widespread,"yaygın, alabildiğine açılmış, geniş alana yayılmış",sıfat,C1,,The decision caused widespread anger.,Karar yaygın öfkeye neden oldu.
B1-B2 Sık Çıkan Akademik Sıfatlar,wild,"yaban, vahşi, yabani",sıfat,B1,,I'm not that wild.,O kadar vahşi değilim.
B1-B2 Sık Çıkan Akademik Sıfatlar,windy,"rüzgarlı, hızlı, lafı uzatan",sıfat,B1,,It's a windy day.,Rüzgarlı bir gün.
Akademik Zarflar (-ly / Derece),wisely,"akıllıca, bilgece",zarf,B1,,You must act more wisely.,Daha akıllıca hareket etmelisin.
B1-B2 Sık Çıkan Akademik Sıfatlar,witnessed,"meşhut, şahit olunmuş",sıfat,B2,,She witnessed him being killed.,"O, onun öldürülüşüne tanıklık etti."
B1-B2 Sık Çıkan Akademik Sıfatlar,worldwide,"dünya çapındaki, dünyadaki her ulusu kapsayan, yaygın",sıfat,B2,,It's a worldwide problem.,Dünya çapında bir sorun.
B1-B2 Sık Çıkan Akademik Sıfatlar,worried,"endişeli, kaygılı, endişelenmiş",sıfat,B2,,I'm a bit worried.,Biraz endişeliyim.
B1-B2 Sık Çıkan Akademik Sıfatlar,worrying,"endişe verici, üzücü, rahatsız edici",sıfat,B2,,I do a lot of worrying.,Bir sürü üzücü şey yaptım.
B1-B2 Sık Çıkan Akademik Sıfatlar,worthy,"önemli kimse, ileri gelenlerden biri, saygın kişi",sıfat,B1,,He's not worthy of you.,O sana layık değil.
B1-B2 Sık Çıkan Akademik Sıfatlar,wounded,"yaralı, yaralanmış, mecruh",sıfat,B2,,He was wounded in the war.,"O, savaşta yaralandı."
B1-B2 Sık Çıkan Akademik Sıfatlar,xx,yirminci,sıfat,B1,,The empirical results of the study were remarkably xx.,Çalışmanın ampirik sonuçlarının son derece yirminci olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,young,"genç, hayvan yavrusu, döl",sıfat,B1,,He can't be young.,"O, genç olamaz."
B1-B2 Sık Çıkan Akademik Sıfatlar,youthful,"dinç, genç bir havaya sahip, genç",sıfat,B2,,The empirical results of the study were remarkably youthful.,Çalışmanın ampirik sonuçlarının son derece dinç olduğu görüldü.
